,BNF_CODE,TOTAL_QUANTITY,POSTCODE,YEAR_MONTH,UNIDENTIFIED,PRACTICE_NAME,ICB_NAME,BNF_CHAPTER_PLUS_CODE,ICB_CODE,ACTUAL_COST,QUANTITY,REGIONAL_OFFICE_CODE,ITEMS,ADDRESS_4,ADDRESS_1,ADDRESS_2,ADDRESS_3,BNF_CHEMICAL_SUBSTANCE,ADQUSAGE,PCO_CODE,REGIONAL_OFFICE_NAME,NIC,CHEMICAL_SUBSTANCE_BNF_DESCR,PRACTICE_CODE,PCO_NAME,BNF_DESCRIPTION
317,0601022B0AAABAB,504.0,E2 9LS,202411,False,THE MISSION PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,9.25303,168.0,Y56,3,LONDON,MISSION MEDICAL PRACTICE,208 CAMBRIDGE HEATH ROAD,BETHNAL GREEN,0601022B0,168.0,A3A8R,LONDON,11.52,Metformin hydrochloride,F84016,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
318,0601022B0AAADAD,672.0,E3 5ED,202411,False,ST.STEPHENS HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,11.27666,21.0,Y56,32,LONDON,ST.STEPHENS HEALTH CENTRE,BOW COMMUNITY HALL,WILLIAM PLACE,0601022B0,380.8,A3A8R,LONDON,9.6,Metformin hydrochloride,F84034,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 850mg tablets
319,0601022B0AAAVAV,224.0,E14 0XA,202411,False,ABERFELDY PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,18.2784,14.0,Y56,16,LONDON,ABERFELDY H&W CENTRE,19 ABERFELDY SQUARE,,0601022B0,149.33333,A3A8R,LONDON,16.48,Metformin hydrochloride,F84698,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 1g modified-release tablets
320,0601022B0BMABAS,336.0,E1 0LS,202411,False,THE JUBILEE STREET PRACTICE LTD,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,19.7589,112.0,Y56,3,LONDON,JUBILEE STREET PRACTICE,368-374 COMMERCIAL ROAD,,0601022B0,112.0,A3A8R,LONDON,20.76,Metformin hydrochloride,F84031,NHS NORTH EAST LONDON ICB - A3A8R,Sukkarto SR 500mg tablets
321,0601022B0AAASAS,1456.0,E1 1BU,202411,False,ALBION HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,64.9012,112.0,Y56,13,LONDON,ALBION HEALTH CENTRE,333 WHITECHAPEL ROAD,WHITECHAPEL,0601022B0,485.33333,A3A8R,LONDON,64.74,Metformin hydrochloride,F84012,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
322,0601022B0AAABAB,140.0,E3 2LR,202411,False,RUSTON STREET CLINIC,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,2.57235,140.0,Y56,1,LONDON,RUSTON STREET CLINIC,RUSTON STREET,BOW,0601022B0,46.66667,A3A8R,LONDON,3.2,Metformin hydrochloride,F84030,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
323,0601022B0AAABAB,196.0,E3 2LR,202411,False,RUSTON STREET CLINIC,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,6.73114,7.0,Y56,28,LONDON,RUSTON STREET CLINIC,RUSTON STREET,BOW,0601022B0,65.33333,A3A8R,LONDON,4.48,Metformin hydrochloride,F84030,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
324,0601022B0BBACAS,224.0,E3 3FF,202411,False,ST ANDREWS HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,15.13617,224.0,Y56,1,LONDON,2 HANNAFORD WALK,,BOW,0601022B0,74.66667,A3A8R,LONDON,15.92,Metformin hydrochloride,Y03023,NHS NORTH EAST LONDON ICB - A3A8R,Glucophage SR 500mg tablets
325,0601023AGAAAAAA,252.0,E3 3FF,202411,False,ST ANDREWS HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,316.97168,7.0,Y56,36,LONDON,2 HANNAFORD WALK,,BOW,0601023AG,0.0,A3A8R,LONDON,329.4,Dapagliflozin,Y03023,NHS NORTH EAST LONDON ICB - A3A8R,Dapagliflozin 5mg tablets
326,0601022B0AAATAT,112.0,E3 5ED,202411,False,ST.STEPHENS HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,12.17222,112.0,Y56,1,LONDON,ST.STEPHENS HEALTH CENTRE,BOW COMMUNITY HALL,WILLIAM PLACE,0601022B0,56.0,A3A8R,LONDON,12.8,Metformin hydrochloride,F84034,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 750mg modified-release tablets
327,0601022B0AAADAD,448.0,E14 0EY,202411,False,GOUGH WALK PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,5.20871,224.0,Y56,2,LONDON,NEWBY PLCE HLTH WELLBEING,21 NEWBY PLACE,,0601022B0,253.86667,A3A8R,LONDON,6.48,Metformin hydrochloride,F84025,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 850mg tablets
328,0601022B0BMABAS,112.0,E14 6PG,202411,False,THE CHRISP STREET HTH CTR,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,7.0235,28.0,Y56,4,LONDON,THE CHRISP STREET HTH CTR,100 CHRISP STREET,,0601022B0,37.33333,A3A8R,LONDON,6.92,Metformin hydrochloride,F84062,NHS NORTH EAST LONDON ICB - A3A8R,Sukkarto SR 500mg tablets
329,0601022B0AAABAB,1008.0,E14 8JH,202411,False,THE BARKANTINE PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,18.58047,84.0,Y56,12,LONDON,BARKANTINE CENTRE,121 WESTFERRY ROAD,,0601022B0,336.0,A3A8R,LONDON,23.04,Metformin hydrochloride,F84747,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
330,0601022B0AAABAB,240.0,E1 1BU,202411,False,ALBION HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,4.60872,120.0,Y56,2,LONDON,ALBION HEALTH CENTRE,333 WHITECHAPEL ROAD,WHITECHAPEL,0601022B0,80.0,A3A8R,LONDON,5.48,Metformin hydrochloride,F84012,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
331,0601022B0AAASAS,392.0,E1 5PB,202411,False,THE SPITALFIELDS PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,17.5168,56.0,Y56,7,LONDON,THE SPITALFIELDS PRACTICE,20 OLD MONTAGUE STREET,,0601022B0,130.66667,A3A8R,LONDON,17.43,Metformin hydrochloride,F84081,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
332,0601022B0AAABAB,448.0,E2 0FA,202411,False,SUTTONS WHARF HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,11.78865,14.0,Y56,32,LONDON,SUTTONS WHARF HEALTH CTR,26 PALMERS ROAD,,0601022B0,149.33333,A3A8R,LONDON,10.24,Metformin hydrochloride,F84123,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
333,0601022B0BBACAS,224.0,E2 7QU,202411,False,STROUTS PLACE MEDICAL CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,15.21217,224.0,Y56,1,LONDON,"MED CTR, 3 STROUTS PLACE",PELTER STREET,,0601022B0,74.66667,A3A8R,LONDON,16.0,Metformin hydrochloride,F84051,NHS NORTH EAST LONDON ICB - A3A8R,Glucophage SR 500mg tablets
334,0601022B0AAAVAV,168.0,E3 2AT,202411,False,HARLEY GROVE MEDICAL CTR.,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,12.3424,168.0,Y56,1,LONDON,HARLEY GROVE MEDICAL CTR,15 HARLEY GROVE,,0601022B0,112.0,A3A8R,LONDON,12.33,Metformin hydrochloride,F84044,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 1g modified-release tablets
335,0601022B0AAABAB,280.0,E3 5ED,202411,False,ST.STEPHENS HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,5.14471,140.0,Y56,2,LONDON,ST.STEPHENS HEALTH CENTRE,BOW COMMUNITY HALL,WILLIAM PLACE,0601022B0,93.33333,A3A8R,LONDON,6.4,Metformin hydrochloride,F84034,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
336,0601022B0AAAVAV,168.0,E14 3BQ,202411,False,ISLAND HEALTH,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,13.7088,14.0,Y56,12,LONDON,ISLAND HEALTH,145 EAST FERRY ROAD,ISLE OF DOGS,0601022B0,112.0,A3A8R,LONDON,12.36,Metformin hydrochloride,F84710,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 1g modified-release tablets
337,0601022B0AAASAS,672.0,E14 3PG,202411,False,ROSERTON STREET SURGERY,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,29.9296,168.0,Y56,4,LONDON,THE ISLAND MEDICAL CENTRE,ROSERTON STREET,,0601022B0,224.0,A3A8R,LONDON,29.88,Metformin hydrochloride,F84647,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
338,0601022B0AAASAS,1232.0,E14 8JH,202411,False,THE BARKANTINE PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,54.9164,112.0,Y56,11,LONDON,BARKANTINE CENTRE,121 WESTFERRY ROAD,,0601022B0,410.66667,A3A8R,LONDON,54.78,Metformin hydrochloride,F84747,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
339,0601023AGAAABAB,252.0,E14 8JH,202411,False,THE BARKANTINE PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,312.87698,84.0,Y56,3,LONDON,BARKANTINE CENTRE,121 WESTFERRY ROAD,,0601023AG,0.0,A3A8R,LONDON,329.31,Dapagliflozin,F84747,NHS NORTH EAST LONDON ICB - A3A8R,Dapagliflozin 10mg tablets
340,0601022B0AAABAB,4368.0,E1W 2RL,202411,False,THE WAPPING GROUP PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,80.35416,112.0,Y56,39,LONDON,THE WAPPING HEALTH CENTRE,22 WAPPING LANE,,0601022B0,1456.0,A3A8R,LONDON,99.84,Metformin hydrochloride,F84079,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
341,0601022B0AAASAS,8.0,E1 4FG,202411,False,HARFORD HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,0.5848,4.0,Y56,2,LONDON,HARFORD HEALTH CENTRE,115 HARFORD STREET,,0601022B0,2.66667,A3A8R,LONDON,0.36,Metformin hydrochloride,F84087,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
342,0601023AGAAABAB,196.0,E1 6PU,202411,False,HEALTH E1,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,243.40663,28.0,Y56,7,LONDON,9 - 11 BRICK LANE,,,0601023AG,0.0,A3A8R,LONDON,256.13,Dapagliflozin,F84733,NHS NORTH EAST LONDON ICB - A3A8R,Dapagliflozin 10mg tablets
343,0601022B0AAABAB,266.0,E1 8ZF,202411,False,GOODMAN'S FIELD HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,9.13511,7.0,Y56,38,LONDON,11 STABLE WALK,,,0601022B0,88.66667,A3A8R,LONDON,6.08,Metformin hydrochloride,F84039,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
344,0601022B0AAAVAV,112.0,E2 7QU,202411,False,STROUTS PLACE MEDICAL CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,8.2324,112.0,Y56,1,LONDON,"MED CTR, 3 STROUTS PLACE",PELTER STREET,,0601022B0,74.66667,A3A8R,LONDON,8.22,Metformin hydrochloride,F84051,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 1g modified-release tablets
345,0601022B0AAABAB,300.0,E2 9LS,202411,False,THE MISSION PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,5.6003,300.0,Y56,1,LONDON,MISSION MEDICAL PRACTICE,208 CAMBRIDGE HEATH ROAD,BETHNAL GREEN,0601022B0,100.0,A3A8R,LONDON,6.86,Metformin hydrochloride,F84016,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
346,0601022B0AAABAB,2128.0,E3 2LR,202411,False,RUSTON STREET CLINIC,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,39.1469,112.0,Y56,19,LONDON,RUSTON STREET CLINIC,RUSTON STREET,BOW,0601022B0,709.33333,A3A8R,LONDON,48.64,Metformin hydrochloride,F84030,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
347,0601022B0AABABA,168.0,E14 0XA,202411,False,ABERFELDY PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,278.48018,56.0,Y56,3,LONDON,ABERFELDY H&W CENTRE,19 ABERFELDY SQUARE,,0601022B0,112.0,A3A8R,LONDON,348.06,Metformin hydrochloride,F84698,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 1g tablets
348,0601022B0AAASAS,168.0,E1 0LS,202411,False,THE JUBILEE STREET PRACTICE LTD,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,7.7048,84.0,Y56,2,LONDON,JUBILEE STREET PRACTICE,368-374 COMMERCIAL ROAD,,0601022B0,56.0,A3A8R,LONDON,7.48,Metformin hydrochloride,F84031,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
349,0601022B0AAAYAY,1200.0,E2 6JA,202411,False,THE BLITHEHALE MED.CTR.,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,1025.5448,600.0,Y56,2,LONDON,BLITHEHALE HEALTH CENTRE,10-22 DUNBRIDGE STREET,,0601022B0,160.0,A3A8R,LONDON,1025.52,Metformin hydrochloride,F84718,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 1g/5ml oral solution sugar free
350,0601022B0AAABAB,240.0,E2 6JA,202411,False,THE BLITHEHALE MED.CTR.,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,4.50432,240.0,Y56,1,LONDON,BLITHEHALE HEALTH CENTRE,10-22 DUNBRIDGE STREET,,0601022B0,80.0,A3A8R,LONDON,5.49,Metformin hydrochloride,F84718,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
351,0601022B0BMAAAV,84.0,E14 6PG,202411,False,THE CHRISP STREET HTH CTR,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,8.14129,14.0,Y56,6,LONDON,THE CHRISP STREET HTH CTR,100 CHRISP STREET,,0601022B0,56.0,A3A8R,LONDON,7.86,Metformin hydrochloride,F84062,NHS NORTH EAST LONDON ICB - A3A8R,Sukkarto SR 1000mg tablets
352,0601022B0AAABAB,539.0,E14 6PG,202411,False,THE CHRISP STREET HTH CTR,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,18.51062,7.0,Y56,77,LONDON,THE CHRISP STREET HTH CTR,100 CHRISP STREET,,0601022B0,179.66667,A3A8R,LONDON,12.32,Metformin hydrochloride,F84062,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
353,0601023AGAAABAB,1512.0,E1 4DG,202411,False,XX PLACE HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,1877.2619,84.0,Y56,18,LONDON,XX PLACE HEALTH CENTRE,BANCROFT ROAD,,0601023AG,0.0,A3A8R,LONDON,1975.86,Dapagliflozin,F84122,NHS NORTH EAST LONDON ICB - A3A8R,Dapagliflozin 10mg tablets
354,0601022B0BBACAS,112.0,E2 9LS,202411,False,THE MISSION PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,7.57429,112.0,Y56,1,LONDON,MISSION MEDICAL PRACTICE,208 CAMBRIDGE HEATH ROAD,BETHNAL GREEN,0601022B0,37.33333,A3A8R,LONDON,7.96,Metformin hydrochloride,F84016,NHS NORTH EAST LONDON ICB - A3A8R,Glucophage SR 500mg tablets
355,0601022B0AAAVAV,112.0,E3 2AT,202411,False,HARLEY GROVE MEDICAL CTR.,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,8.2324,112.0,Y56,1,LONDON,HARLEY GROVE MEDICAL CTR,15 HARLEY GROVE,,0601022B0,74.66667,A3A8R,LONDON,8.22,Metformin hydrochloride,F84044,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 1g modified-release tablets
356,0601022B0AAABAB,504.0,E3 5TW,202411,False,THE GROVE ROAD SURGERY,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,9.24063,252.0,Y56,2,LONDON,3 IVANHOE HOUSE,130 GROVE ROAD,BOW,0601022B0,168.0,A3A8R,LONDON,11.52,Metformin hydrochloride,F84055,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
357,0601022B0AAAVAV,168.0,E14 3PG,202411,False,ROSERTON STREET SURGERY,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,12.3424,168.0,Y56,1,LONDON,THE ISLAND MEDICAL CENTRE,ROSERTON STREET,,0601022B0,112.0,A3A8R,LONDON,12.33,Metformin hydrochloride,F84647,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 1g modified-release tablets
358,0601022B0AAATAT,112.0,E14 6PG,202411,False,THE CHRISP STREET HTH CTR,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,12.17222,112.0,Y56,1,LONDON,THE CHRISP STREET HTH CTR,100 CHRISP STREET,,0601022B0,56.0,A3A8R,LONDON,12.8,Metformin hydrochloride,F84062,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 750mg modified-release tablets
359,0601022B0AAADAD,168.0,E14 8JH,202411,False,THE BARKANTINE PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,1.98116,56.0,Y56,3,LONDON,BARKANTINE CENTRE,121 WESTFERRY ROAD,,0601022B0,95.2,A3A8R,LONDON,2.43,Metformin hydrochloride,F84747,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 850mg tablets
360,0601023AGAAAAAA,196.0,E1W 2RL,202411,False,THE WAPPING GROUP PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,246.53353,7.0,Y56,28,LONDON,THE WAPPING HEALTH CENTRE,22 WAPPING LANE,,0601023AG,0.0,A3A8R,LONDON,256.2,Dapagliflozin,F84079,NHS NORTH EAST LONDON ICB - A3A8R,Dapagliflozin 5mg tablets
361,0601022B0AAAVAV,168.0,E1 5PB,202411,False,THE SPITALFIELDS PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,12.3424,168.0,Y56,1,LONDON,THE SPITALFIELDS PRACTICE,20 OLD MONTAGUE STREET,,0601022B0,112.0,A3A8R,LONDON,12.33,Metformin hydrochloride,F84081,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 1g modified-release tablets
362,0601022B0AAASAS,336.0,E2 7QU,202411,False,STROUTS PLACE MEDICAL CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,14.9772,112.0,Y56,3,LONDON,"MED CTR, 3 STROUTS PLACE",PELTER STREET,,0601022B0,112.0,A3A8R,LONDON,14.94,Metformin hydrochloride,F84051,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
363,0601022B0AAABAB,20160.0,E3 3FF,202411,False,ST ANDREWS HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,369.37735,336.0,Y56,60,LONDON,2 HANNAFORD WALK,,BOW,0601022B0,6719.99999,A3A8R,LONDON,460.8,Metformin hydrochloride,Y03023,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
364,0601022B0AAASAS,896.0,E3 5JD,202411,False,TREDEGAR PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,39.9392,112.0,Y56,8,LONDON,35 ST.STEPHENS ROAD,BOW,,0601022B0,298.66667,A3A8R,LONDON,39.84,Metformin hydrochloride,F84696,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
365,0601022B0AAASAS,952.0,E14 3BQ,202411,False,ISLAND HEALTH,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,46.3216,28.0,Y56,34,LONDON,ISLAND HEALTH,145 EAST FERRY ROAD,ISLE OF DOGS,0601022B0,317.33333,A3A8R,LONDON,42.5,Metformin hydrochloride,F84710,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
366,0601022B0AAABAB,84.0,E14 3BQ,202411,False,ISLAND HEALTH,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,1.98557,21.0,Y56,4,LONDON,ISLAND HEALTH,145 EAST FERRY ROAD,ISLE OF DOGS,0601022B0,28.0,A3A8R,LONDON,1.92,Metformin hydrochloride,F84710,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
367,0601022B0AAASAS,140.0,E14 8JH,202411,False,THE BARKANTINE PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,8.448,7.0,Y56,20,LONDON,BARKANTINE CENTRE,121 WESTFERRY ROAD,,0601022B0,46.66667,A3A8R,LONDON,6.2,Metformin hydrochloride,F84747,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
368,0601022B0AAARAR,150.0,E1 0LS,202411,False,THE JUBILEE STREET PRACTICE LTD,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,20.3524,150.0,Y56,1,LONDON,JUBILEE STREET PRACTICE,368-374 COMMERCIAL ROAD,,0601022B0,10.0,A3A8R,LONDON,20.34,Metformin hydrochloride,F84031,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg/5ml oral solution sugar free
369,0601022B0AAASAS,1512.0,E1 2QA,202411,False,CITY SQUARE MEDICAL GROUP,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,73.5696,28.0,Y56,54,LONDON,14 DEANCROSS STREET,,,0601022B0,504.0,A3A8R,LONDON,67.5,Metformin hydrochloride,F84114,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
370,0601022B0AAASAS,2016.0,E1 2QA,202411,False,CITY SQUARE MEDICAL GROUP,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,89.7144,336.0,Y56,6,LONDON,14 DEANCROSS STREET,,,0601022B0,672.0,A3A8R,LONDON,89.64,Metformin hydrochloride,F84114,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
371,0601022B0AAABAB,12040.0,E1 5PB,202411,False,THE SPITALFIELDS PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,225.48803,28.0,Y56,430,LONDON,THE SPITALFIELDS PRACTICE,20 OLD MONTAGUE STREET,,0601022B0,4013.33333,A3A8R,LONDON,275.2,Metformin hydrochloride,F84081,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
372,0601022B0AAABAB,336.0,E3 2LR,202411,False,RUSTON STREET CLINIC,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,6.19349,84.0,Y56,4,LONDON,RUSTON STREET CLINIC,RUSTON STREET,BOW,0601022B0,112.0,A3A8R,LONDON,7.68,Metformin hydrochloride,F84030,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
373,0601022B0AAASAS,504.0,E3 3FF,202411,False,ST ANDREWS HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,23.1144,84.0,Y56,6,LONDON,2 HANNAFORD WALK,,BOW,0601022B0,168.0,A3A8R,LONDON,22.44,Metformin hydrochloride,Y03023,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
374,0601022B0BMABAS,448.0,E14 0XA,202411,False,ABERFELDY PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,26.3204,224.0,Y56,2,LONDON,ABERFELDY H&W CENTRE,19 ABERFELDY SQUARE,,0601022B0,149.33333,A3A8R,LONDON,27.68,Metformin hydrochloride,F84698,NHS NORTH EAST LONDON ICB - A3A8R,Sukkarto SR 500mg tablets
375,0601022B0AAABAB,128.0,E14 3BQ,202411,False,ISLAND HEALTH,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,2.45636,128.0,Y56,1,LONDON,ISLAND HEALTH,145 EAST FERRY ROAD,ISLE OF DOGS,0601022B0,42.66667,A3A8R,LONDON,2.93,Metformin hydrochloride,F84710,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
376,0601022B0AAADAD,336.0,E14 8HQ,202411,False,THE LIMEHOUSE PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,5.63833,21.0,Y56,16,LONDON,GILL STREET HEALTH CENTRE,11 GILL STREET,POPLAR,0601022B0,190.4,A3A8R,LONDON,4.8,Metformin hydrochloride,F84054,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 850mg tablets
377,0601022B0AAADAD,1512.0,E1 5PB,202411,False,THE SPITALFIELDS PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,17.60728,168.0,Y56,9,LONDON,THE SPITALFIELDS PRACTICE,20 OLD MONTAGUE STREET,,0601022B0,856.8,A3A8R,LONDON,21.87,Metformin hydrochloride,F84081,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 850mg tablets
378,0601022B0AAASAS,7392.0,E1 8ZF,202411,False,GOODMAN'S FIELD HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,329.0892,224.0,Y56,33,LONDON,11 STABLE WALK,,,0601022B0,2464.0,A3A8R,LONDON,328.68,Metformin hydrochloride,F84039,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
379,0601022B0AAAVAV,84.0,E2 6LL,202411,False,BETHNAL GREEN HEALTH CTR.,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,6.8544,14.0,Y56,6,LONDON,BETHNAL GREEN HEALTH CTR,60 FLORIDA STREET,BETHNAL GREEN,0601022B0,56.0,A3A8R,LONDON,6.18,Metformin hydrochloride,F84083,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 1g modified-release tablets
